Id,Author,Category,Title,TextFile,Files,Photos,Videos
1,bbps,fpv,"FPV: Основи",1.md,"Антени для FPV дронів";"Будова FPV-дрона і основні компоненти";"Будова FPV дрона";"Основне обладнання";"Список мастхев інструментів і матеріалів";"Стіки радіопередавача",,,
